"STATIONNAME","STATIONARRONDISSEMENT","STATIONLATITUDE","STATIONLONGITUDE"
"St-Denis / de Maisonneuve","Ville-Marie",45.514404,-73.561919
"Chabot / Mont-Royal","Le Plateau-Mont-Royal",45.5341344,-73.5735244
"St-André / Rachel","Le Plateau-Mont-Royal",45.5243532,-73.5759665
"Chambord / Gilford","Le Plateau-Mont-Royal",45.5314889,-73.5810614
"Mansfield / Cathcart","Ville-Marie",45.5007599,-73.5704827
"de Rouen / Hogan","Ville-Marie",45.5363626,-73.5542125
"Lanaudière / Jean-Talon","Villeray - Saint-Michel - Parc-Extension",45.5454627,-73.6107802
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.5393536,-73.5953736
"Stanley / René-Lévesque","Ville-Marie",45.4979039,-73.5707757
"Henri-Julien / Laurier","Le Plateau-Mont-Royal",45.525843,-73.590399
"de la Commune / Queen","Ville-Marie",45.496842,-73.5528928
"Frontenac / Ste-Catherine","Ville-Marie",45.5300628,-73.5455918
"Jeanne-Mance / Prince-Arthur","Le Plateau-Mont-Royal",45.5111621,-73.5751444
"Garnier / Villeray","Villeray - Saint-Michel - Parc-Extension",45.54948,-73.6160547
"St-Laurent / Pl. du Marché","Ville-Marie",45.5092896,-73.562416
"Workman / Vinet","Le Sud-Ouest",45.4837889,-73.5750613
"Laurier / St-Denis","Le Plateau-Mont-Royal",45.5271484,-73.5894795
"Chabanel / Tolhurst","Ahuntsic-Cartierville",45.540105,-73.6534703
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5002518,-73.6617106
"Jeanne-Mance / Sherbrooke","Le Plateau-Mont-Royal",45.5092868,-73.5710192
"Plymouth / Duncan","Mont-Royal",45.5031653,-73.6622263
"Porte de Québec / St-André","Ville-Marie",45.5132941,-73.5505781
"Ste-Catherine / St-Clément","Mercier - Hochelaga-Maisonneuve",45.5567173,-73.5302496
"Belmont / Robert-Bourassa","Ville-Marie",45.501156,-73.56618
"de l'Hotel-de-Ville / Rachel","Le Plateau-Mont-Royal",45.5198966,-73.5801065
"de l'Hotel-de-Ville / Ontario","Ville-Marie",45.5137452,-73.5666633
"Métro St-Laurent ( de Maisonneuve / St-Laurent)","Ville-Marie",45.5107698,-73.5649373
"Fullum / Ste-Catherine","Ville-Marie",45.5271164,-73.5480165
"St-Grégoire / Christophe-Colomb","Le Plateau-Mont-Royal",45.5325974,-73.5901111
"St-Jacques / Vinet","Le Sud-Ouest",45.485329,-73.5769227
"Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont)","Rosemont - La Petite-Patrie",45.5515119,-73.5820779
"de Bordeaux / Sherbrooke","Ville-Marie",45.5299143,-73.5630262
"Du Quesne / de Marseille","Mercier - Hochelaga-Maisonneuve",45.5758124,-73.5412306
"Parc de Montréal-Est (Notre-Dame / David)","Montréal-Est",45.6131632,-73.5098936
"Laird / Glencoe","Mont-Royal",45.5061916,-73.642308
"Bennett / Ste-Catherine","Mercier - Hochelaga-Maisonneuve",45.553053,-73.532427
"René-Lévesque / Panet","Ville-Marie",45.5186242,-73.5521901
"Chambord / Beaubien","Rosemont - La Petite-Patrie",45.539932,-73.599343
"du Canal / McLaughlin","Lachine",45.4297026,-73.6694868
"Bloomfied / Elmwood","Outremont",45.5182559,-73.6032057
"Christophe Colomb / Gilford","Le Plateau-Mont-Royal",45.5297028,-73.5828853
"De Callières / d'Auvergne","Laval",45.593422,-73.6690217
"Maisonneuve / Wood","Westmount",45.4881979,-73.5880705
"Pierre-de-Coubertin / Aird","Mercier - Hochelaga-Maisonneuve",45.5590311,-73.5483035
"de la Côte-Ste-Catherine / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",45.500941,-73.625637
"du Parc / François-Foucault","Laval",45.6057854,-73.66274
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",45.5577499,-73.5838012
"8e avenue / Dandurand","Rosemont - La Petite-Patrie",45.5501136,-73.5772218
"Parc St-Claude (8e rue / 7e avenue)","Laval",45.5622343,-73.6916762
"Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau)","Montréal-Est",45.630686,-73.4948468
"Montcalm / Ontario","Ville-Marie",45.521081,-73.562275
"Ouimet / Goineau","Laval",45.5750482,-73.6879957
"Robert-Bourassa / St-Maurice","Ville-Marie",45.4983705,-73.5605559
"St-Antoine / 19e avenue","Lachine",45.439938,-73.6814623
"St-Sylvestre / St-Charles","Longueuil",45.5363238,-73.5122496
"Charles-Daoust / 75e avenue","Laval",45.5425059,-73.7409532
"90e Avenue / Boulevard Lévesque O","Laval",45.5312146,-73.747353
"Stationnement incitatif de Montarville (de Montarville)","Boucherville",45.6011636,-73.4499935
"Stationnement incitatif de Mortagne (Ampère)","Boucherville",45.5725173,-73.4431207
"St-Jacques / Guy","Le Sud-Ouest",45.4913669,-73.5701072
"Louisbourg / O'Brien","Ahuntsic-Cartierville",45.5303945,-73.7039322
"Mexico / Valois","Laval",45.5847051,-73.7192541
"Robert-Bourassa / René-Lévesque","Ville-Marie",45.5021829,-73.5682538
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687,-73.5784274
"des Soeurs-Grises / Marguerite d'Youville","Ville-Marie",45.4988464,-73.5546298
"Clark / de l'Arcade","Le Plateau-Mont-Royal",45.527372,-73.6039835
"Métro Mont-Royal (Berri / Mont-Royal)","Le Plateau-Mont-Royal",45.5250137,-73.5822093
"Robin / St-André","Ville-Marie",45.5181281,-73.5618514
"Notre-Dame / McGill","Ville-Marie",45.5000258,-73.5601931
"Sherbrooke / Jeanne-d'Arc","Rosemont - La Petite-Patrie",45.5539816,-73.5549639
"Bishop / de Maisonneuve S/E","Ville-Marie",45.4981321,-73.5776207
"de la Vérendrye / 75e avenue","LaSalle",45.4207055,-73.6296605
"McGill / Wellington","Ville-Marie",45.4994477,-73.5548991
"Crescent / de Maisonneuve N/E","Ville-Marie",45.4981204,-73.5775959
"Métro Mont-Royal (Utilités publiques / Rivard)","Le Plateau-Mont-Royal",45.5242361,-73.5815522
"Ste-Catherine / St-Denis","Ville-Marie",45.5138185,-73.5604459
"Gilford / Papineau","Le Plateau-Mont-Royal",45.5346097,-73.5780251
"Métro Papineau (Dorion / De Maisonneuve)","Ville-Marie",45.5238446,-73.552366
"St-Hubert / René-Levesque","Ville-Marie",45.5143692,-73.556487
"Chambord / St-Joseph","Le Plateau-Mont-Royal",45.5320638,-73.582263
"Masson / Molson","Rosemont - La Petite-Patrie",45.5443459,-73.5769769
"Jean-Talon / de l'Épée","Villeray - Saint-Michel - Parc-Extension",45.5274866,-73.6240625
"St-Rémi / Ste-Émilie","Le Sud-Ouest",45.469765,-73.5892341
"Métro Place Saint-Henri (St-Ferdinand / St-Jacques)","Le Sud-Ouest",45.4772809,-73.5873042
"Sewell / Roy","Le Plateau-Mont-Royal",45.5146774,-73.5765982
"Chabot / Laurier","Le Plateau-Mont-Royal",45.5368558,-73.5793731
"Parc Molson (d'Iberville / Beaubien)","Rosemont - La Petite-Patrie",45.5490223,-73.5919816
"de Maisonneuve / Mansfield (sud-est)","Ville-Marie",45.5022935,-73.5733064
"Parc Loyola (Doherty / Somerled)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4597611,-73.6447746
"6e Avenue / Bélanger","Rosemont - La Petite-Patrie",45.5545828,-73.5963191
"Molson / Wiliam-Tremblay","Rosemont - La Petite-Patrie",45.5416028,-73.5649607
"Duke / Nazareth","Ville-Marie",45.4957224,-73.5546134
"Notre-Dame  / St-Martin","Le Sud-Ouest",45.4883019,-73.5687178
"Garnier / Beaubien","Rosemont - La Petite-Patrie",45.5415102,-73.5984206
"de l'Hôtel-de-Ville / Viger","Ville-Marie",45.509557,-73.557407
"Ste-Catherine / St-Laurent","Ville-Marie",45.5098134,-73.5638952
"Cartier / Gillford","Le Plateau-Mont-Royal",45.535288,-73.5773814
"Théâtre du Vieux-Terrebonne (St-Pierre / des Braves)","Terrebonne",45.6922331,-73.6370313
"de Maisonneuve / Wood","Westmount",45.4881979,-73.5880705
"des Écores / Beaubien","Rosemont - La Petite-Patrie",45.5475364,-73.5926726
"Fairmount / Hutchison","Le Plateau-Mont-Royal",45.5196243,-73.598312
"CCI Outremont (Dollard / Ducharme)","Outremont",45.5200191,-73.6189073
"Plymouth / Chem.Eden","Mont-Royal",45.5064888,-73.6604789
"Clark / Evans","Ville-Marie",45.511007,-73.567602
"de Mortagne / Jean-Neveu","Boucherville",45.5692375,-73.449499
"Gare LaSalle (Highlands)","LaSalle",45.4256127,-73.6571358
"du Marché Central / Crémazie","Ahuntsic-Cartierville",45.5334174,-73.6488837
"Place Valois (Valois / Ontario)","Mercier - Hochelaga-Maisonneuve",45.5471414,-73.5433951
"Ellendale / de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",45.499757,-73.629298
"Métro Fabre (Garnier / Jean-Talon)","Rosemont - La Petite-Patrie",45.5460463,-73.608583
"Métro St-Laurent dépôt 2 (de Maisonneuve / St-Laurent)","Ville-Marie",45.5107097,-73.5653543
"du Fort Saint-Louis / de la Perrière","Boucherville",45.6133301,-73.4515402
"Boyer / St-Joseph","Le Plateau-Mont-Royal",45.5295423,-73.5846072
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",45.5666403,-73.5715958
"de l'hôtel de Ville / Viger N/E","Ville-Marie",45.509557,-73.557407
"Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon)","Longueuil",45.5365321,-73.457669
"Hôpital Santa Cabrini (de Pontoise / d'Évreux)","Rosemont - La Petite-Patrie",45.581354,-73.57261
"St-Sylvestre / St-Charles S/E","Longueuil",45.5363889,-73.5124558
"Parc Lacharité (Latour / Forget)","LaSalle",45.4177375,-73.6233855
"20e avenue / de Bellechasse","Rosemont - La Petite-Patrie",45.5599626,-73.5769522
"Murray / Wellington","Le Sud-Ouest",45.4921472,-73.5579836
"Boyer /Laurier","Le Plateau-Mont-Royal",45.5303709,-73.5865103
"Brébeuf / Laurier","Le Plateau-Mont-Royal",45.5323607,-73.5846341
"Saint-Rémi / Valois","Laval",45.5839618,-73.7208259
"de l'Hôtel-de-Ville / Rachel","Le Plateau-Mont-Royal",45.5198966,-73.5801065
"de la Montagne / Notre-Dame","Le Sud-Ouest",45.4929134,-73.5646878
"de la Montagne / Ste-Catherine","Ville-Marie",45.4977406,-73.5748494
"St-Urbain / Laurier","Le Plateau-Mont-Royal",45.5216462,-73.5936677
"Ste-Catherine / Mackay","Ville-Marie",45.4956641,-73.5770635
"Métro Fabre (Papineau / Jean-Talon)","Rosemont - La Petite-Patrie",45.5477393,-73.606934
"3e avenue / Wellington","Verdun",45.4572924,-73.5672694
"Saint-Denis/de Maisonneuve","Ville-Marie",45.5144049,-73.5618111
"Chambord / Jean-Talon","Villeray - Saint-Michel - Parc-Extension",45.544846,-73.610536
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045,-73.602562
"Jeanne-Mance / Fairmount","Le Plateau-Mont-Royal",45.5209837,-73.5972807
"Lebrun / Bédard","Longueuil",45.5470645,-73.4519621
"Lamarre / Lavallée","Longueuil",45.5337477,-73.4859958
"Marquette / Gillford","Le Plateau-Mont-Royal",45.533815,-73.5789049
"Quai Yvon-Julien (Marie-Victorin / de Montarville)","Boucherville",45.606718,-73.4569203
"de Mortagne / de Montarville","Boucherville",45.5914798,-73.4360585
"Aird / Pierre-de-Coubertin","Mercier - Hochelaga-Maisonneuve",45.5589253,-73.5480573
"Guy / Notre-Dame  S/O","Le Sud-Ouest",45.4900319,-73.5671233
"Parc St-Sacrement (des Seigneurs / St-Sacrement)","Terrebonne",45.7023493,-73.639578
"Parc Laurier (Laurier / Dubuc)","Longueuil",45.5336105,-73.4737462
"Jardin Botanique dépôt fierté (Sherbrooke / Pie-IX)","Rosemont - La Petite-Patrie",45.5567924,-73.554647
"Laurier / Brébeuf","Le Plateau-Mont-Royal",45.5323607,-73.5846341
"Duluth / Parc","Le Plateau-Mont-Royal",45.5137715,-73.5824025
"Monk / de Biencourt","Le Sud-Ouest",45.4584299,-73.5960603
"Christophe-Colomb / Gilford","Le Plateau-Mont-Royal",45.5297028,-73.5828853
"Centre récréatif Édouard-Rivet (Notre-Dame / Lesage)","Montréal-Est",45.6284616,-73.4995215
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",45.4484341,-73.6129455
"Fernand-Lafontaine / Adoncour","Longueuil",45.5512193,-73.483912
"Louis-R.-Renaud / Armand-Frappier","Laval",45.5545669,-73.734473
"Mozart / François-Foucault","Laval",45.604288,-73.6649179
"Métro Viau ( Pierre-de-Coubertin / Viau)","Mercier - Hochelaga-Maisonneuve",45.5622187,-73.5462677
"Émile / 7e Avenue","Laval",45.5630705,-73.6927687
"Métro Fabre (Fabre / Jean-Talon)","Rosemont - La Petite-Patrie",45.546679,-73.6079505
"Poupart / Logan","Ville-Marie",45.5300804,-73.5494093
"Ste-Catherine / Drummond","Ville-Marie",45.4985885,-73.5742781
"des Pins / Hutchison","Le Plateau-Mont-Royal",45.5109281,-73.5781579
"Milton / St-Laurent","Le Plateau-Mont-Royal",45.5129039,-73.5705918
"Parc Jeanne-Mance (monument sir George-Étienne-Cartier)","Le Plateau-Mont-Royal",45.5148749,-73.5848641
"Rielle / Wellington","Verdun",45.4601559,-73.5670012
"6917 Parc Henri-Julien (St-Denis / Legendre)","Ahuntsic-Cartierville",45.5472998,-73.6458743
"Métro Joliette  (Hochelaga / Joliette)","Mercier - Hochelaga-Maisonneuve",45.5469919,-73.5511534
"Parc du Pélican (Molson / Masson)","Rosemont - La Petite-Patrie",45.5440891,-73.5770595
"Ottawa / du Séminaire","Le Sud-Ouest",45.4912954,-73.5615993
"Métro Jean-Drapeau","Ville-Marie",45.5128006,-73.5311159
"Terminus de bus EXO (Côte de Terrebonne)","Terrebonne",45.697815,-73.6540647
"Parc du Pélican (1ere Ave / Masson)","Rosemont - La Petite-Patrie",45.5451884,-73.5764426
"Cathcart / McGill College","Ville-Marie",45.5011877,-73.5704549
"Bishop / René-Lévesque","Ville-Marie",45.4953231,-73.5738867
"Jardin Botanique Dépôt Fierté (Sherbrooke / Pie-IX)","Rosemont - La Petite-Patrie",45.5567924,-73.554647
"7e avenue / Jean-Rivard","Villeray - Saint-Michel - Parc-Extension",45.563606,-73.6158858
"Industriel / Louis-J.-Lafortune","Boucherville",45.5819096,-73.4552991
"Jean-Paul-Vincent / Adoncour","Longueuil",45.5646764,-73.4795775
"Ste-Cathrine / Drummond","Ville-Marie",45.4985885,-73.5742781
"Ste-Catherine / Drummond S/E","Ville-Marie",45.4986699,-73.5742392
"Complexe Desjardins (St-Urbain / René-Lévesque)","Ville-Marie",45.5078852,-73.5631506
"Parc Henri-Julien (St-Denis / Legendre)","Ahuntsic-Cartierville",45.5472998,-73.6458743
"de la Petrie /de la Cote-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4996658,-73.6302906
"Irwin / Allard","LaSalle",45.4489034,-73.6049049
"Mont-Royal / St-Denis","Le Plateau-Mont-Royal",45.5238768,-73.5830489
"Wiseman / D’Ogilvy","Villeray - Saint-Michel - Parc-Extension",45.5262765,-73.6270237
"Gilford / Drolet","Le Plateau-Mont-Royal",45.5239703,-73.5850748
"Saint-Sylvestre / Labonté","Longueuil",45.5354258,-73.5136585
"Jardin Botanique (Sherbrooke / Pie-IX)","Rosemont - La Petite-Patrie",45.5567924,-73.554647
"de Châteauguay / St-Charles","Le Vieux-Longueuil",45.5332465,-73.5162418
"Métro Angrignon (de Monts / des Trinitaires)","Le Sud-Ouest",45.447133,-73.6033317
"Ottawa / Séminaire","Le Sud-Ouest",45.4912954,-73.5615993
"Parc Père-Marquette ( de Bellechasse / de Lanaudière)","Rosemont - La Petite-Patrie",45.5393536,-73.5953736
"Parc Villeray (Christophe-Colomb / Jarry) 2","Villeray - Saint-Michel - Parc-Extension",45.548115,-73.6243334
"28e avenue / Rosemont","Rosemont - La Petite-Patrie",45.5637099,-73.5713947
"Everett / 8e avenue","Villeray - Saint-Michel - Parc-Extension",45.5577615,-73.6015454
"de Champlain / Ontario","Ville-Marie",45.5243588,-73.5605344
"Aylmer/ Sainte-Catherine","Le Plateau-Mont-Royal",45.5062946,-73.5728269
"de Maisonneuve / Berri","Ville-Marie",45.5160139,-73.5629195
"Métro Lionel-Groulx (Walker / Saint-Jacques)","Le Sud-Ouest",45.4824297,-73.5836798
"Sicard / Adam","Mercier - Hochelaga-Maisonneuve",45.5531592,-73.5326327
"Jeanne-Mance / Bernard","Le Plateau-Mont-Royal",45.5242831,-73.6049484
"Fleury / Lajeunesse","Ahuntsic-Cartierville",45.5534001,-73.6622545
"Parc Outremont (Bloomfield / St-Viateur)","Outremont",45.5182559,-73.6032057
"Ball / Querbes","Villeray - Saint-Michel - Parc-Extension",45.5299594,-73.632946
"Querbes / Ball","Villeray - Saint-Michel - Parc-Extension",45.5299594,-73.632946
"d'Orléans / du Mont-Royal","Rosemont - La Petite-Patrie",45.5535846,-73.5605291
"de Normanville / Jean-Talon","Rosemont - La Petite-Patrie",45.5415268,-73.6124887
"Cégep André-Laurendeau","LaSalle",45.4360551,-73.6057751
"de Normanville / Beaubien","Rosemont - La Petite-Patrie",45.5399002,-73.5993621
"8e avenue / Jarry","Villeray - Saint-Michel - Parc-Extension",45.5616903,-73.610512
"CHU Sainte-Justine (de la Côte Sainte-Catherine / Hudson)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.5039817,-73.6228395
"St-Viateur / Casgrain","Le Plateau-Mont-Royal",45.5251943,-73.5993565
"Saint-Viateur / Casgrain","Le Plateau-Mont-Royal",45.5251943,-73.5993565
"St-Viateur / St-Laurent","Le Plateau-Mont-Royal",45.5251943,-73.5993565
"Mackay / Sainte-Catherine","Ville-Marie",45.4981204,-73.5775959
"De Lanaudière / du Mont-Royal","Le Plateau-Mont-Royal",45.5292784,-73.5779285
"de l'Hôtel-de-Ville / St-Joseph","Le Plateau-Mont-Royal",45.5240463,-73.5901506
"de Grosbois / Ducheneau","Mercier - Hochelaga-Maisonneuve",45.6112307,-73.5312415
"Sanguinet / Sainte-Catherine","Ville-Marie",45.5116605,-73.5621357
"De la Commune / King","Ville-Marie",45.4975038,-73.5528445
"Bishop/ René-Lévesque","Ville-Marie",45.4977407,-73.5748494
"Lespérance / de Rouen","Ville-Marie",45.5388594,-73.5528177
"Fleury / de St-Firmin","Ahuntsic-Cartierville",45.5706247,-73.6517859
"Dandurand / de Lorimier","Rosemont - La Petite-Patrie",45.5413318,-73.5838777
"Parc Dixie (54e avenue / Dixie)","Lachine",45.4433803,-73.7178916
"du Mont-Royal / Laurendeau","Rosemont - La Petite-Patrie",45.5435579,-73.5678006
"Hutchison / Sherbrooke","Ville-Marie",45.5051022,-73.5718788
"Duchesneau / Marseille","Mercier - Hochelaga-Maisonneuve",45.6096263,-73.522739
"St-Cuthbert / St-Urbain","Le Plateau-Mont-Royal",45.5151323,-73.581056
"Berri / Duluth","Le Plateau-Mont-Royal",45.5206276,-73.5759491
"Garnier / Everett","Villeray - Saint-Michel - Parc-Extension",45.5475815,-73.6122085
"Drolet / Faillon","Villeray - Saint-Michel - Parc-Extension",45.5398909,-73.6202699
"Chapleau / Terrasse Mercure","Le Plateau-Mont-Royal",45.5355416,-73.5659391
"Dorion / Gauthier","Le Plateau-Mont-Royal",45.5316636,-73.5653637
"Villeneuve / St-Denis","Le Plateau-Mont-Royal",45.5249762,-73.5855889
"Vendôme / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4762943,-73.6061749
"Guizot / Clark","Villeray - Saint-Michel - Parc-Extension",45.5396804,-73.6345043
"Durocher / Van Horne","Le Plateau-Mont-Royal",45.5249771,-73.6106864
"de la Rotonde / Jacques-Le Ber","Verdun",45.472599,-73.5398056
"St-Gérard / Villeray","Villeray - Saint-Michel - Parc-Extension",45.5421817,-73.6226866
"Parc Langelier - Marie-Victorin","Montréal-Nord",45.6145198,-73.6118746
"LaSalle / 80e avenue","LaSalle",45.4177458,-73.6451876
"Legrand / Laurier","Laval",45.5523374,-73.70749
"de la Salle / Hochelaga","Mercier - Hochelaga-Maisonneuve",45.5546589,-73.546603
"de la Salle / Ste-Catherine","Mercier - Hochelaga-Maisonneuve",45.5507836,-73.5341
"Maguire / Saint-Dominique","Le Plateau-Mont-Royal",45.5246285,-73.5958108
"Garnier / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179,-73.5754314
"des Érables / du Mont-Royal","Le Plateau-Mont-Royal",45.5371141,-73.5710031
"Gilford / Parthenais","Le Plateau-Mont-Royal",45.5394606,-73.5760564
"Métro Cadillac (de Cadillac / Sherbrooke)","Mercier - Hochelaga-Maisonneuve",45.5768333,-73.5464742
"Marquette / Jean-Talon","Rosemont - La Petite-Patrie",45.5466789,-73.6079505
"Lajeunesse / Jarry","Villeray - Saint-Michel - Parc-Extension",45.5435597,-73.627772
"Métro Lionel-Groulx (Saint-Jacques/ Atwater)","Le Sud-Ouest",45.4829582,-73.5797584
"Métro Pie-IX (Pierre-de-Coubertin / De La Salle)","Mercier - Hochelaga-Maisonneuve",45.5543734,-73.5513746
"du Président-Kennedy / Jeanne-Mance","Ville-Marie",45.5082046,-73.5688144
"de Kent / Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4946867,-73.6387187
"Métro Snowdon (Dornal / Westbury)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4854241,-73.6281619
"Monk / Jacques-Hertel","Le Sud-Ouest",45.4586632,-73.5960227
"Robin / de la Visitation","Ville-Marie",45.519132,-73.5578897
"Casgrain / Mozart","Rosemont - La Petite-Patrie",45.5332862,-73.6154638
"St-Henri / Notre-Dame","Ville-Marie",45.5010231,-73.559448
"Fullum / Sherbrooke","Le Plateau-Mont-Royal",45.5340705,-73.5626507
"Parc Beaubien (Stuart / St-Viateur)","Outremont",45.5159697,-73.6082751
"Stuart / St-Viateur","Outremont",45.5159697,-73.6082751
"Fleury / André-Jobin","Ahuntsic-Cartierville",45.5762948,-73.6467594
"1ère avenue / Masson","Rosemont - La Petite-Patrie",45.5451884,-73.5764426
"Parc du Pélican (Laurier/ 2e avenue)","Rosemont - La Petite-Patrie",45.5445808,-73.5717112
"François-Boivin / Bélanger","Mercier - Hochelaga-Maisonneuve",45.591455,-73.5627553
"Dumesnil / Bélanger","Saint-Léonard",45.5864765,-73.5703969
"Parc Georges St-Pierre (Upper Lachine / Oxford)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.46888,-73.6094391
"Parc Hébert ( Provencher / Buies)","Saint-Léonard",45.5723781,-73.5937047
"Parc Hébert (Provencher / Buies)","Saint-Léonard",45.5723781,-73.5937047
"Notre-Dame / Liébert","Mercier - Hochelaga-Maisonneuve",45.5927526,-73.5103563
"Parc Maurice Bélanger (Forest / de l'Hôtel-de-Ville)","Montréal-Nord",45.5877138,-73.6317182
"de Belleville / Fleury","Montréal-Nord",45.58116,-73.6412434
"Ropery / Grand Trunk","Le Sud-Ouest",45.4785457,-73.5657231
"Parc Saint-Laurent (Dutrisac)","Saint-Laurent",45.5259138,-73.6891115
"St-Joseph / 34e avenue Lachine","Lachine",45.4328398,-73.6934915
"Notre-Dame / Murray","Ville-Marie",45.4954469,-73.5632945
"Place du Village-de-la-Pointe-aux-Trembles (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",45.6400029,-73.490113
"Valois / Ontario","Mercier - Hochelaga-Maisonneuve",45.5471414,-73.5433951
"des Bassins / Richmond","Le Sud-Ouest",45.4875216,-73.5650029
"REV (Souligny / Desmarteau)","Mercier - Hochelaga-Maisonneuve",45.6044409,-73.5161183
"St-Christophe / Cherrier","Le Plateau-Mont-Royal",45.5205158,-73.567696
"Boyer / Rachel","Le Plateau-Mont-Royal",45.5243532,-73.5759665
"Labelle / Ste-Catherine","Ville-Marie",45.5162975,-73.5580105
"Place Émilie-Gamelin (St-Hubert / de Maisonneuve)","Ville-Marie",45.5162975,-73.5580105
"St-Hubert / René-Lévesque","Ville-Marie",45.5162975,-73.5580105
"19e avenue / Saint-Antoine","Lachine",45.439938,-73.6814623
"8e avenue / Saint-Joseph Lachine","Lachine",45.4315189,-73.6711045
"St-Joseph /21e avenue Lachine","Lachine",45.4335212,-73.6835432
"Chomedey / Lincoln","Ville-Marie",45.4944486,-73.5833761
"Place du Canada ( Peel / de la Gauchetière)","Ville-Marie",45.4979039,-73.5707757
"Terminus Le Carrefour (Terry-Fox / Le Carr)","Laval",45.5684203,-73.7468728
"Robert-Bourassa / de Maisonneuve","Ville-Marie",45.5040272,-73.5697022
"Robert-Bourassa / Ste-Catherine","Ville-Marie",45.5040272,-73.5697022
"Wolfe / René-Lévesque","Ville-Marie",45.5162537,-73.5529175
